id,camaraPk,cargos,codinomes,curriculo,foto,legislaturas,nome,profissoes,senadoId,uf
1937,194435,,Ricardo Arruda,,http://www.camara.gov.br/internet/deputado/bandep/172945.jpg,54,Ricardo Arruda Nunes,Empresário - Administração,,
1938,194476,,Ilário Marques,,http://www.camara.gov.br/internet/deputado/bandep/173262.jpg,54,José Ilário Gonçalves Marques,Advogado,,
1939,194480,,Akira Otsubo,,http://www.camara.gov.br/internet/deputado/bandep/173269.jpg,54,Akira Otsubo,Economista,,
1940,194497,,Goiaciara Cruz,,http://www.camara.gov.br/internet/deputado/bandep/173802.jpg,54,Goiaciara Tavares Cruz,Professora,,
1941,194540,,Pedro Guerra,,http://www.camara.gov.br/internet/deputado/bandep/174314.jpg,54,Pedro Dos Santos Lima Guerra,,,
1942,194552,,Amir Lando,,http://www.camara.gov.br/internet/deputado/bandep/174861.jpg,54,Amir Francisco Lando,,,
1943,194589,,Renato Simões,,http://www.camara.gov.br/internet/deputado/bandep/175212.jpg,54,Renato Simões,Professor,,
1944,194592,,Ildon Marques,,,55,Ildon Marques de Souza,,,
1945,194690,,Helcio Silva,,http://www.camara.gov.br/internet/deputado/bandep/175737.jpg,54,Helcio Antonio da Silva,Advogado,,
1946,194722,,Gustavo Petta,,http://www.camara.gov.br/internet/deputado/bandep/176120.jpg,54,Gustavo Lemos Petta,Augusto Lemos Petta e Maria Clotilde Lemos Petta,,
1947,194764,,Maria Lucia Prandi,,http://www.camara.gov.br/internet/deputado/bandep/176794.jpg,54,Maria Lúcia Prandi Gomes,,,
1948,194806,,Dudu Luiz Eduardo,,http://www.camara.gov.br/internet/deputado/bandep/177118.jpg,54,Luiz Eduardo Francisco da Silva,Primário Incompleto,,
1949,194807,,Subtenente Gonzaga,,http://www.camara.gov.br/internet/deputado/bandep/177282.jpg,54.55,Luiz Gonzaga Ribeiro,Militar,,
1950,195143,,André Amaral,,,55,André Augusto Castro do Amaral Filho,,,
1951,195278,,,"Arquivo 7, p. 4",,,Moisés Diniz Lima,,,
1952,195331,,Francisco De Assis,,http://www.camara.gov.br/internet/deputado/bandep/178387.jpg,54,Francisco de Assis Nunes,Gestor Público,,
1953,195381,,Denilson Teixeira,,http://www.camara.gov.br/internet/deputado/bandep/174854.jpg,54,Denílson Francisco Teixeira,,,
1954,195382,,Rosy De Sousa,,http://www.camara.gov.br/internet/deputado/bandep/179379.jpg,54,Carla Rosymar Araujo de Sousa Barreto,,,
1955,195383,,Carlos Martins,"Arquivo 6, p. 8",http://www.camara.gov.br/internet/deputado/bandep/179381.jpg,54,Carlos Eduardo Cardoso Martins,,,
1956,195384,,Gilberto Coutinho,,http://www.camara.gov.br/internet/deputado/bandep/179380.jpg,54,Gilberto Coutinho Freire,,,
1957,195385,,Fernando Zachia,,http://www.camara.gov.br/internet/deputado/bandep/179383.jpg,54,Luiz Fernando Salvadori Záchia,,,
1958,195386,,Manoel Antunes,,http://www.camara.gov.br/internet/deputado/bandep/179382.jpg,54,Manoel Antunes,Antônio Antunes Junior e Beatriz da Conceição,,
1959,195387,,Afonso Motta,,http://www.camara.gov.br/internet/deputado/bandep/178835.jpg,54.55,Afonso Antunes da Motta,Advogado,,
1960,195388,,Max Filho,,http://www.camara.gov.br/internet/deputado/bandep/178827.jpg,54.55,Max Freitas Mauro Filho,Servidor Público Federal,,
1961,195389,,Marcelinho Carioca,,http://www.camara.gov.br/internet/deputado/bandep/178821.jpg,54,Marcelo Pereira Surcin,,,
1962,195390,,Wadson Ribeiro,,http://www.camara.gov.br/internet/deputado/bandep/137853.jpg,54.55,Wadson Nathaniel Ribeiro,,,
1963,195391,,Léo Oliveira,,http://www.camara.gov.br/internet/deputado/bandep/179385.jpg,54,Ocimar Donizeti Leo Oliveira,,,
1964,195392,,Pinto De Luna,,http://www.camara.gov.br/internet/deputado/bandep/179384.jpg,54,José Pinto de Luna,Advogado e Delegado de Polícia Federal,,
1965,195393,,Dr. Sinval Malheiros,,http://www.camara.gov.br/internet/deputado/bandep/178830.jpg,54.55,Sinval Malheiros Pinto Júnior,,,
1966,195398,,Maurício Almeida,,http://www.camara.gov.br/internet/deputado/bandep/179386.jpg,54,Maurício Luitgards Moura de Almeida Silva,,,
1967,195404,,Wellington Salgado,,http://www.camara.gov.br/internet/deputado/bandep/179387.jpg,54,Wellington Salgado de Oliveira,,,
1968,195427,,Bebeto,,http://www.camara.gov.br/internet/deputado/bandep/178834.jpg,54.55,Adalberto Souza Galvão,,,
1969,195504,,Massami Miki,,http://www.camara.gov.br/internet/deputado/bandep/179880.jpg,54,Masami Miki,,,
1970,195808,,Jozi Araújo,"Arquivo 7, p. 4
Votou contra a cassação de Eduardo Cunha",http://www.camara.gov.br/internet/deputado/bandep/178851.jpg,55,Joziane Araujo Nascimento Rocha,Empresária,,AP
1971,195855,,Delegado Edson Moreira,,http://www.camara.gov.br/internet/deputado/bandep/178893.jpg,55,Edson Moreira da Silva,"Advogado, Policial Militar, Professor de Direito e Delegado de Polícia Civil",,MG
1972,195880,,Daniel Coelho,,http://www.camara.gov.br/internet/deputado/bandep/178916.jpg,55,Daniel Pires Coelho,Administrador,,
1973,195977,,Márcio Biolchi,,http://www.camara.gov.br/internet/deputado/bandep/179001.jpg,55,Marcio Della Valle Biolchi,Superior Incompleto,,
1974,201747,,Pastor Luciano Braga,,http://www.camara.gov.br/internet/deputado/bandep/193982.jpg,55,Luciano Fred Braga Penha,,,BA
1975,,,Abelardo Leopoldo,"Arquivo 6, p. 23",,,,,,
1976,,,Acm,,,,Antônio Carlos Peixoto De Magalhães,,,BA
1977,,,Adair Meira,,,,,,,
1978,,,Adão Villaverde,A Rádio Gaúcha listou pelo menos 47 gaúchos entre os políticos identificados. Veja a relação:,,,,,,RS
1979,,,Adeli Sell,A Rádio Gaúcha listou pelo menos 47 gaúchos entre os políticos identificados. Veja a relação:,,,,,,RS
1980,,,Ademar Delgado,"Arquivo 6, p. 8",,,,,,
1981,,,Ademir Adur,,,,,,,
1982,,,Ademir Prates,Falsidade Ideológica,,,,,,
1983,,,Adir Assad,"Lobista investigado na Lava-Jato e Saqueador&nbsp;<a href=""https://pt.wikipedia.org/wiki/Adir_Assad"">https://pt.wikipedia.org/wiki/Adir_Assad</a>",,,,Lobista,,
1984,,,Afonso Bevilaqua,"Membro do conselho do BC, ex-diretor.<br>- <a href=""http://www.bloomberg.com/profiles/people/5689478-afonso-bevilaqua"">Bloomberg</a><br>- <a href=""http://blogs.oglobo.globo.com/blog-do-moreno/post/coluna-do-moreno-3007.html"">O Globo</a>",,,,,,
1985,,,Agaciel Maia,,,,,,,
1986,,,Agnaldo,"Arquivo 7, p. 4",,,,,,
1987,,,Agropecuaria Veine,"Empresa proprietaria da mansão em Paraty.&nbsp;<a href=""http://www.cartacapital.com.br/blogs/direto-de-sao-paulo/as-relacoes-entre-a-lava-jato-a-globo-e-a-mossack-fonseca"">http://www.cartacapital.com.br/blogs/direto-de-sao-paulo/as-relacoes-entre-a-lava-jato-a-globo-e-a-mossack-fonseca</a>",,,,,,
1988,,,Aidan Antônio Ravin,"Arquivo 7, p. 8",,,,,,
1989,,,Alberto Youssef,,,,,,,
1990,,,Alceu Segamarchi Júnior,"Secretario nacional de saneamento ambiental&nbsp;<a href=""http://istoe.com.br/luiz-barroso-assume-presidencia-da-epe-e-alexandre-cabral-a-casa-da-moeda/"">http://istoe.com.br/luiz-barroso-assume-presidencia-da-epe-e-alexandre-cabral-a-casa-da-moeda/</a>",,,,,,
1991,,,Alcyr Collaço,,,,,,,
1992,,,Alex Sandro Nunes,"Diretor comercial da Telebras&nbsp;<a href=""http://convergecom.com.br/teletime/21/07/2016/antonio-loss-vai-substituir-jorge-bittar-na-telebras/?noticiario=TT"">http://convergecom.com.br/teletime/21/07/2016/antonio-loss-vai-substituir-jorge-bittar-na-telebras/?noticiario=TT</a>",,,,,,
1993,,,Alexandre Borges Cabral,"Presidente da Casa da Moeda&nbsp;<a href=""http://blogs.oglobo.globo.com/lauro-jardim/post/novo-presidente-da-casa-da-moeda-foi-indicado-pelo-ptb.html"">http://blogs.oglobo.globo.com/lauro-jardim/post/novo-presidente-da-casa-da-moeda-foi-indicado-pelo-ptb.html</a>",,,,,,
1994,,,Alexandre Chiapetta de Azevedo,Empresario ex-genro de Joao Roberto Marinho,,,,,,
1995,,Ministro da justiça e cidadania,Alexandre De Moraes,,,,,,,
1996,,,Alexandre Padilha,,,,,,,
1997,,,Alfredo Mario Savelli,,,,,,,
1998,,,Ali Mazloum,,,,,,,
1999,,,Altemir Gregolin,,,,,,,
2000,,,Alvaro Prata,"Secretario de Inovação&nbsp;<a href=""http://convergecom.com.br/teletime/23/05/2016/kassab-anuncia-os-nomes-dos-secretarios-na-nova-pasta/?noticiario=TT"">http://convergecom.com.br/teletime/23/05/2016/kassab-anuncia-os-nomes-dos-secretarios-na-nova-pasta/?noticiario=TT</a>",,,,,,
2001,,,Alyson Paulinelli,"Coordenador do Ministério da Agricultura&nbsp;<a href=""https://osdivergentes.com.br/ivanir-bortot/blairo-maggi-chama-ex-ministro-alysson-paulinelli-para-dar-solucao-ao-seguro-agricola/"">https://osdivergentes.com.br/ivanir-bortot/blairo-maggi-chama-ex-ministro-alysson-paulinelli-para-dar-solucao-ao-seguro-agricola/</a>",,,,,,
2002,,,Amaury Ribeiro Jr.,,,,,,,
2003,,,Amazonino Mendes,,,,,,,
2004,,,Amilcar Cançado Lemos,,,,,,,
2005,,,Ana Amélia Lemos,"Arquivo 7, p. 4",,,,,,RS
2006,,,Ana Carolina Borges Torrealba Affonso,"Sócia do Grupo Libra, doadora para campanha de Temer",,,,,,
2007,,Construtora,Andrade Gutierrez,Construtora investigada na Lava-Jato,,,,,,
2008,,,André Borges,"Secretario de assuntos de telecomunicações&nbsp;<a href=""http://convergecom.com.br/teletime/23/05/2016/kassab-anuncia-os-nomes-dos-secretarios-na-nova-pasta/?noticiario=TT"">http://convergecom.com.br/teletime/23/05/2016/kassab-anuncia-os-nomes-dos-secretarios-na-nova-pasta/?noticiario=TT</a>",,,,,,
2009,,,Andre Esteves,"Ex-ceo do BTG, investigado na Lava-Jato<br>- <a href=""https://pt.wikipedia.org/wiki/Andr%C3%A9_Esteves"">Wikipedia</a><br>- <a href=""http://www.tijolaco.com.br/blog/banqueiro-andre-esteves-pagou-campanha-de-cunha-presidencia-da-camara/"">Tijolaço</a><br>- <a href=""http://www1.folha.uol.com.br/poder/2016/04/1765058-andre-esteves-e-investigado-em-inquerito-de-cunha-na-lava-jato.shtml"">Folha de SP</a><br>- <a href=""http://blogs.oglobo.globo.com/lauro-jardim/post/fabio-cleto-detalha-relacao-entre-eduardo-cunha-e-andre-esteves.html"">O Globo</a>",,,,,,
2010,,,André Lara Resende,,,,,,,
2011,,,André Moura,"Lider do governo na câmara
Absteve-se na cassação de Eduardo Cunha",,55,,,,SE
2012,,,Andréa Aprígio,,,,,,,
2013,,Vereador,Andrea Matarazzo,"Vereador em SP.&nbsp;<a href=""https://pt.wikipedia.org/wiki/Andrea_Matarazzo"">https://pt.wikipedia.org/wiki/Andrea_Matarazzo</a>",,,,,,
2014,,,Andressa Mendonça,,,,,,,
2015,,,Ângelo Calmon de Sá,,,,,,,
2016,,,Anita Leocádia,,,,,,,
2017,,Senador,Antônio Anastasia,,,,,,,
2018,,,Antônio Augusto César,,,,,,,
2019,,,Antônio Ceron,,,,,,,
2020,,,Antonio Donato,"Arquivo 6, p. 8",,,,,,
2021,,,Antônio Lamas,,,,,,,
2022,,,Antonio Loss,"Presidente da Telebrás&nbsp;<a href=""http://www.telesintese.com.br/antonio-loss-vai-presidir-teebras/"">http://www.telesintese.com.br/antonio-loss-vai-presidir-teebras/</a>",,,,,,
2023,,,Antônio Oliboni,,,,,,,
2024,,,Antônio Osório Batista,,,,,,,
2025,,,Antônio Wady Debes,,,,,,,
2026,,,Aratec Engenharia,"Empresa controlada pelo ex-presidente da Eletronuclear, almirante Othon Luiz Pinheiro da Silva.&nbsp;<a href=""http://politica.estadao.com.br/blogs/fausto-macedo/novo-delator-confessa-repasse-de-r-765-mil-para-almirante-da-eletronuclear/"">http://politica.estadao.com.br/blogs/fausto-macedo/novo-delator-confessa-repasse-de-r-765-mil-para-almirante-da-eletronuclear/</a>",,,,,,
2027,,Construtora,Argeplan,"Construtora de amigo de Temer <a href=""http://epoca.globo.com/tempo/noticia/2016/05/pm-amigo-de-temer-acumulou-fortuna-estimada-em-r-15-milhoes-em-imoveis.html"">http://epoca.globo.com/tempo/noticia/2016/05/pm-amigo-de-temer-acumulou-fortuna-estimada-em-r-15-milhoes-em-imoveis.html</a>",,,,,,
2028,,,Aspásia Camargo,,,,,,,
2029,,,Atila Jacomussi,"Arquivo 7, p. 8",,,,,,
2030,,,Auguri Empreendimentos Ltda,"Empresa usada por Julio Camargo como fachada para lavar dinheiro do esquema instalado na estatal e para repassar propinas a políticos e dirigentes da Petrobrás.&nbsp;<a href=""http://politica.estadao.com.br/blogs/fausto-macedo/operador-de-propina-da-lava-jato-doou-r-50-mil-a-campanha-de-jaques-wagner-em-2006/"">http://politica.estadao.com.br/blogs/fausto-macedo/operador-de-propina-da-lava-jato-doou-r-50-mil-a-campanha-de-jaques-wagner-em-2006/</a>",,,,,,
2031,,,Augusto Ribeiro de Mendonça Neto,,,,,,,
2032,,,Aurélio Miguel,,,,,,,
2033,,,Ayanna Tenório,,,,,,,
2034,,,Aylton Gomes,,,,,,,
2035,,,Banco do Brasil,Banco do Brasil,,,,Estatal,,
2036,,,Banco Original,"Banco digital, do grupo J&amp;F&nbsp;<a href=""http://economia.estadao.com.br/noticias/negocios,banco-original--do-grupo-jef--chega-ao-varejo-com-operacao-100-digital,10000023620"">http://economia.estadao.com.br/noticias/negocios,banco-original--do-grupo-jef--chega-ao-varejo-com-operacao-100-digital,10000023620</a>",,,,,,
2037,,,Banco Rural,,,,,,,
2038,,,Benedito Rodrigues de Oliveira Neto,,,,,,,
2039,,,Benício Tavares,,,,,,,
2040,,,Benjamin Steinbruch,,,,,,,
2041,,,Berinaldo Pontes,,,,,,,
2042,,Ministro da Agricultura,Blairo Maggi,,,54,,,,MT
2043,,,BNDES,Banco Nacional de Desenvolvimento Economico e Social,,,,Estatal,,
2044,,,Breno Fischberg,,,,,,,
2045,,,Bruno Cavalcanti,"Arquivo 9, p. 18",,,,,,
2046,,,Bruno Estefânio de Freitas,,,,,,,
2047,,,Bruno Moreira Santos,"Secretario nacional da juventude&nbsp;<a href=""http://epoca.globo.com/tempo/expresso/noticia/2016/06/secretario-nomeado-por-temer-foi-acusado-de-ameacar-mulher-com-faca.html"">http://epoca.globo.com/tempo/expresso/noticia/2016/06/secretario-nomeado-por-temer-foi-acusado-de-ameacar-mulher-com-faca.html</a>",,,,,,
2048,,,C3 Produções,"Empresa de Claudia Cruz, esposa de Eduardo Cunha",,,,,,
2049,,,Cacau Gomes,"Arquivo 6, p. 23",,,,,,
2050,,,Caiadinho,,,,,,,
2051,,,Caio Fábio D'Araújo,,,,,,,
2052,,,Caixa,Banco do governo federal,,,,Estatal,,
2053,,,Calim Eid,,,,,,,
2054,,Construtora,Camargo Corrêa,Construta envolvida na Lava-Jato,,,,,,
2055,,,Candidato Palmas,"Arquivo 5, p. 27 e arquivo 6, p. 1",,,,,,TO
2056,,,Candidato Valadares,"Arquivo 5, p. 27 e arquivo 6, p. 1",,,,,,MG
2057,,,Carlinhos Cachoeira,"Empresário supostamente ligado ao jogo do bicho e investigado pela Operação Saqueador <a href=""https://pt.wikipedia.org/wiki/Carlinhos_Cachoeira"">https://pt.wikipedia.org/wiki/Carlinhos_Cachoeira</a>",,,,,,
2058,,,Carlos Alberto da Costa Silva,,,,,,,
2059,,,Carlos Alberto Pereira da Costa,,,,,,,
2060,,,Carlos Antônio Valente de Castro,,,,,,,
2061,,,Carlos Augusto di Lallo Leite do Amaral,,,,,,,
2062,,,Carlos Augusto Siqueira,,,,,,,
2063,,,Carlos César Floriano,,,,,,,
2064,,,Carlos Habbib Charter,,,,,,,
2065,,,Carlos Habib Chater,,,,,,,
2066,,Deputado Federal,Carlos Magno Ramos,,,,,,,MG
2067,,,Carlos Monforte,,,,,,,
2068,,,Carlos Todeschini,"Arquivo 6, p. 8",,,,,,RS
2069,,,Carmem Gandarella,"Arquivo 6, p. 8",,,,,,
2070,,,Casem Mazloum,,,,,,,
2071,,,Cássio Peixoto,,,,,,,
2072,,,Cássio Taniguchi,,,,,,,
2073,,,CBF,"Confederacao brasileira de futebol&nbsp;<a href=""https://pt.wikipedia.org/wiki/Confedera%C3%A7%C3%A3o_Brasileira_de_Futebol"">https://pt.wikipedia.org/wiki/Confedera%C3%A7%C3%A3o_Brasileira_de_Futebol</a>&nbsp;<a href=""http://www.cartacapital.com.br/sociedade/pf-investiga-contratos-da-globo-com-a-cbf-diz-site-4072.html"">http://www.cartacapital.com.br/sociedade/pf-investiga-contratos-da-globo-com-a-cbf-diz-site-4072.html</a>",,,,,,
2074,,,Celso Perioli,"Secretario nacional de seguranca publica&nbsp;<a href=""http://www.valor.com.br/politica/4606421/celso-perioli-e-o-novo-secretario-nacional-de-seguranca-publica"">http://www.valor.com.br/politica/4606421/celso-perioli-e-o-novo-secretario-nacional-de-seguranca-publica</a>",,,,,,
2075,,,Celso Pitta,,,,,,,
2076,,,Cesar Epitácio Maia,,,,,,,RJ
2077,,,César Herman Rodriguez,,,,,,,
2078,,,César Souza Junior,"Arquivo 7, p. 8",,,,,,
2079,,,Champagne,"Arquivo 9, p. 18",,,,,,
2080,,,Charles Koch,"Empresários de petróleo americanos e ativistas liberais, fundadores da organização Students for Liberty <a href=""http://colunaesplanada.blogosfera.uol.com.br/2016/05/04/koch-brothers-querem-serra-no-itamaraty-com-perfil-neoliberal/"">http://colunaesplanada.blogosfera.uol.com.br/2016/05/04/koch-brothers-querem-serra-no-itamaraty-com-perfil-neoliberal/</a>",,,,,,
2081,,,Chiquinho Do Zaira,"Arquivo 7, p. 8",,,,,,
2082,,,Christiane Araújo de Oliveira,,,,,,,
2083,,,Cícero Lucena Filho,,,,,,,
2084,,,Claudia Cruz,,,,,,,
2085,,,Cláudio Abreu,,,,,,,
2086,,,Cláudio Gontijo,,,,,,,
2087,,,Cláudio Mourão,,,,,,,
2088,,,Cláudio Vieira,,,,,,,
2089,,,Cleiber Santana,"Arquivo 6, p. 21",,,,,,
2090,,,Clésio Andrade,,,,,,,
2091,,,Conab,"Companhia nacional de abastecimento&nbsp;<a href=""https://pt.wikipedia.org/wiki/Companhia_Nacional_de_Abastecimento"">https://pt.wikipedia.org/wiki/Companhia_Nacional_de_Abastecimento</a>",,,,Estatal,,
2092,,,Cone S.A.,Empresa de PE investigada na Operacao Sepsis,,,,,,
2093,,,Confederal Vigilância e Transporte de Valores,Empresa Prestadora de Serviços de Vigilância e Transporte de Valores,,,,,,
2094,,,Correios,Empresa brasileira de correios e telégrafos,,,,Estatal,,
2095,,,Cristiano Paz,,,,,,,
2096,,,Cristina Carrara,"Arquivo 9, p. 12",,,,,,
2097,,,Cyonil da Cunha Borges de Farias Junior,,,,,,,
2098,,,Daniel Dantas,,,,,,,
2099,,Câmara,Daniel Pires Coelho,,,55,,,,PE
2100,,,Danilo Borges dos Santos,"Diretor da Conab&nbsp;<a href=""http://www.jeitumbiara.com.br/ze-gomes-emplaca-danilo-borges-em-diretoria-da-conab/"">http://www.jeitumbiara.com.br/ze-gomes-emplaca-danilo-borges-em-diretoria-da-conab/</a>",,,,,,
2101,,,Dante Funaro,"Irmao de Lucio Funaro, investigado na Lava-Jato.&nbsp;<a href=""http://cultura.estadao.com.br/blogs/direto-da-fonte/familia-4/"">http://cultura.estadao.com.br/blogs/direto-da-fonte/familia-4/</a>",,,,,,
2102,,,Darci José Vedoin,,,,,,,
2103,,,David Koch,"Empresários de petróleo americanos e ativistas liberais, fundadores da organização Students for Liberty <a href=""http://colunaesplanada.blogosfera.uol.com.br/2016/05/04/koch-brothers-querem-serra-no-itamaraty-com-perfil-neoliberal/"">http://colunaesplanada.blogosfera.uol.com.br/2016/05/04/koch-brothers-querem-serra-no-itamaraty-com-perfil-neoliberal/</a>",,,,,,
2104,,,Deborah Guerner,,,,,,,
2105,,Construtora,Delta,Construtora investigada pela Operação Saqueador,,,,,,
2106,,,Demir,"Arquivo 5, p. 27 e arquivo 6, p. 1",,,,,,MG
2107,,,Despota,"Arquivo 9, p. 18",,,,,,
2108,,,Dilma Rousseff,,,,,,,
2109,,,Dimas Toledo,,,,,,,
2110,,,Dinha,"Arquivo 6, p. 23",,,,,,
2111,,,Diogo Mainardi,"Escritor, ex-colunista da Veja e comentarista no programa Manhattan Connection&nbsp;<a href=""https://pt.wikipedia.org/wiki/Diogo_Mainardi"">https://pt.wikipedia.org/wiki/Diogo_Mainardi</a>",,,,,,
2112,,,Diogo Paz Bier,"Arquivo 7, p. 4",,,,,,
2113,,,Dionísio Severo,,,,,,,
2114,,,Dirceu Bertin,,,,,,,
2115,,,Domingos Lamoglia,,,,,,,
2116,,,Donizete Braga,"Arquivo 6, p. 8",,,,,,
2117,,,Dr. Paulinho,,,,,,,
2118,,,Dudu Rosalva,"Arquivo 6, p. 21",,,,,,
2119,,,Durval Barbosa,,,,,,,
2120,,,Edificio Lugano,"Itaim Bibi, Sao Paulo/SP",,,,,,
2121,,,Edison Lobão Filho,,,,,,,
2122,,,Eduardo Azevedo,"Secretário de Planejamento e Desenvolvimento Energético <a href=""http://exame.abril.com.br/brasil/noticias/luiz-augusto-barroso-e-confirmado-novo-presidente-da-epe"">http://exame.abril.com.br/brasil/noticias/luiz-augusto-barroso-e-confirmado-novo-presidente-da-epe</a>",,,,,,
2123,,Senador,Eduardo Braga,"Senador pelo Amazonas&nbsp;<a href=""https://pt.wikipedia.org/wiki/Eduardo_Braga"">https://pt.wikipedia.org/wiki/Eduardo_Braga</a>",,,,,,
2124,,,Eduardo Horle Barcellos,,,,,,,
2125,,,Eduardo Jorge Caldas Pereira,,,,,,,
2126,,,Eduardo Medeiros de Morais,,,,,,,
2127,,,Elcyd Oliveira Brito,,,,,,,
2128,,,Eldorado,"Empresa de celulose da J&amp;F, tb dona do grupo JBS investigada na Lava-Jato&nbsp;<a href=""http://www.valor.com.br/politica/4621083/lava-jato-mira-eldorado-de-joesley-batista-e-doleiro-ligado-cunha"">http://www.valor.com.br/politica/4621083/lava-jato-mira-eldorado-de-joesley-batista-e-doleiro-ligado-cunha</a>",,,,,,
2129,,,Eletronuclear,Empresa brasileira de energia nuclear,,,,Estatal,,
2130,,,Elsinho Mouco,"Marketeiro do PMDB <a href=""http://jornalggn.com.br/noticia/elsinho-mouco-o-marqueteiro-de-temer"">http://jornalggn.com.br/noticia/elsinho-mouco-o-marqueteiro-de-temer</a> <a href=""http://www.marrapa.com/saiba-quem-e-elsinho-mouco-o-marqueteiro-de-edinho/"">http://www.marrapa.com/saiba-quem-e-elsinho-mouco-o-marqueteiro-de-edinho/</a>",,,,,,
2131,,,Elton Zacarias,"Secretario executivo <a href=""http://convergecom.com.br/teletime/24/05/2016/zacarias-e-nomeado-para-a-secretaria-executiva-do-ministerio-da-ciencia-tecnologia-inovacoes-e-comunicacoes/?noticiario=TT"">http://convergecom.com.br/teletime/24/05/2016/zacarias-e-nomeado-para-a-secretaria-executiva-do-ministerio-da-ciencia-tecnologia-inovacoes-e-comunicacoes/?noticiario=TT</a>",,,,,,
2132,,,Elza Pereira,,,,,,,
2133,,,Emerson Palmieri,,,,,,,
2134,,,Empiricus Research,"Consultoria financeira&nbsp;<a href=""http://jornalggn.com.br/noticia/processado-pela-sec-socio-dos-eua-inspirou-marketing-anti-dilma-de-consultoria"">http://jornalggn.com.br/noticia/processado-pela-sec-socio-dos-eua-inspirou-marketing-anti-dilma-de-consultoria</a>",,,,,,
2135,,,Engenheiro Comasetto,A Rádio Gaúcha listou pelo menos 47 gaúchos entre os políticos identificados. Veja a relação:,,,,,,RS
2136,,Construtora,Engevix,Construtora investigada na Lava-Jato,,,,,,
2137,,,Enivaldo Quadrado,,,,,Empresário,,
2138,,,Enrico Picciotto,,,,,,,
2139,,,Erenice Guerra,,,,,,,
2140,,,Esdra de Arantes Ferreira,,,,,,,
2141,,,Estre Ambiental,"Empresa citada na Lava-Jato<br>- <a href=""http://blogs.oglobo.globo.com/lauro-jardim/post/fabio-cleto-detalha-relacao-entre-eduardo-cunha-e-andre-esteves.html"">O Globo</a>",,,,,,
2142,,,Estudantes pela Liberdade,"ONG liberal, filial da americana Students for Liberty&nbsp;<a href=""https://pt.wikipedia.org/wiki/Estudantes_Pela_Liberdade"">https://pt.wikipedia.org/wiki/Estudantes_Pela_Liberdade</a>",,,,Ong/Oscip,,
2143,,Senador,Eunicio Oliveira,"Senador pelo Ceará&nbsp;<a href=""https://pt.wikipedia.org/wiki/Eun%C3%ADcio_Oliveira"">https://pt.wikipedia.org/wiki/Eun%C3%ADcio_Oliveira</a>",,,,,,
2144,,,Ewerton Giovanni dos Santos,"Diretor de Desenvolvimento de Projetos do Incra&nbsp;<a href=""http://politica.estadao.com.br/noticias/geral,paulinho-da-forca-nomeia-titulares-da-area-agraria,10000054548"">http://politica.estadao.com.br/noticias/geral,paulinho-da-forca-nomeia-titulares-da-area-agraria,10000054548</a>",,,,,,
2145,,,Expedito Veloso,,,,,,,
2146,,,Ezequiel Nascimento,,,,,,,
2147,,"Ministro da Transparência, Fiscalização e Controle",Fabiano Silveira,,,,,,,MG?
2148,,,Fábio Baracat,,,,,,,
2149,,,Fábio Barreto Nahoum,,,,,,,
2150,,,Fábio Branco,A Rádio Gaúcha listou pelo menos 47 gaúchos entre os políticos identificados. Veja a relação:,,,,,,RS
2151,,,Fábio Camargo Remesso,,,,,,,
2152,,,Fabio Cleto,"Ex-vice-presidente de fundos de Governo e loterias da Caixa&nbsp;<a href=""http://brasil.elpais.com/brasil/2016/07/01/politica/1467400022_013643.html"">http://brasil.elpais.com/brasil/2016/07/01/politica/1467400022_013643.html</a>",,,,,,
2153,,Ministro da Advocacia Geral da União,Fábio Medina Osório,,,,,,,RS?
2154,,,Fábio Monteiro de Barros Filho,,,,,,,
2155,,,Fabio Ostermann,Coordenador do MBL no RS e ex-conselheiro do Estudantes pela Liberdade,,,,,,
2156,,,Fausto de Sanctis,,,,,,,
2157,,,Fazenda Esmeralda,"Fazenda em Duartina/SP http://politica.estadao.com.br/noticias/geral,mst-mantem-invasao-em-fazenda-de-amigo-de-temer,10000050241",,,,,,
2158,,,Felipe Miranda,"Economista fundador da Empiricus, autor do relatorio O fim do Brasil.&nbsp;<a href=""http://www.sulconnection.com.br/noticias/3399/empiricus-estabelece-parceria-com-o-mbl"">http://www.sulconnection.com.br/noticias/3399/empiricus-estabelece-parceria-com-o-mbl</a>",,,,,,
2159,,,Fernanda Tedeschi,"Cunhada de Michel Temer&nbsp;<a href=""http://ego.globo.com/Gente/Noticias/0,,MUL1675086-9798,00-IRMA+DE+MARCELA+TEMER+POSA+SEMINUA+EM+PREVIA+DE+SEU+ENSAIO+PARA+A+PLAYBOY.html"">http://ego.globo.com/Gente/Noticias/0,,MUL1675086-9798,00-IRMA+DE+MARCELA+TEMER+POSA+SEMINUA+EM+PREVIA+DE+SEU+ENSAIO+PARA+A+PLAYBOY.html</a>",,,,,,
2160,,,Fernando Baiano,"Lobista do PMDB, réu e delator na Lava-Jato&nbsp;<a href=""http://politica.estadao.com.br/blogs/fausto-macedo/fernando-baiano-lobista-do-pmdb-fecha-delacao-na-lava-jato/"">http://politica.estadao.com.br/blogs/fausto-macedo/fernando-baiano-lobista-do-pmdb-fecha-delacao-na-lava-jato/</a>",,,,Lobista,,
