id,camaraPk,cargos,codinomes,curriculo,foto,legislaturas,nome,profissoes,senadoId,uf
2161,,Senador,Fernando Bezerra Coelho,"Senador por Pernambuco <a href=""https://pt.wikipedia.org/wiki/Fernando_Bezerra_Coelho"">https://pt.wikipedia.org/wiki/Fernando_Bezerra_Coelho</a>",,,,,,
2162,,,Fernando Cavendish,Ex-presidente da Construtora Delta,,,,,,
2163,,,Fernando Haddad,"Arquivo 6, p. 8",,,,,,
2164,,,Fernando Pimentel,,,,,,,
2165,,,Fernando Sarney,,,,,,,
2166,,Presidente da republica,FHC,Ex-presidente da republica,,,,,,
2167,,,FI-FGTS,"Fundo de Investimento do FGTS gerido pela Caixa investigado na Operacao Sepsis&nbsp;<a href=""http://istoe.com.br/janot-diz-que-80-dos-recursos-em-escandalo-envolvendo-fi-fgts-ficavam-com-cunha/"">http://istoe.com.br/janot-diz-que-80-dos-recursos-em-escandalo-envolvendo-fi-fgts-ficavam-com-cunha/</a>",,,,,,
2168,,,Fibria,Empresa de celulose,,,,,,
2169,,,Firmino Filho,"Arquivo 8, p. 4",,,,,,
2170,,,Fischinha,"Arquivo 7, p. 4",,,,,,
2171,,,Fixinha,A Rádio Gaúcha listou pelo menos 47 gaúchos entre os políticos identificados. Veja a relação:,,,,,,RS
2172,,,Flavio Barra,"Ex-diretor da Andrade Gutierrez investigado na Lava-Jato&nbsp;<a href=""https://pt.wikipedia.org/wiki/Fl%C3%A1vio_David_Barra"">https://pt.wikipedia.org/wiki/Fl%C3%A1vio_David_Barra</a>",,,,,,
2173,,,Flávio Maluf,,,,,,,
2174,,,Francisco de Assis Figueiredo,"Secretário de Atenção à Saúde.&nbsp;<a href=""http://www.viomundo.com.br/denuncias/pesquisadores-alertam-governo-interino-entrega-o-maior-orcamento-do-ministerio-da-saude-a-administrador-de-negocios-e-como-colocar-a-raposa-na-gestao-do-galinheiro.html"">http://www.viomundo.com.br/denuncias/pesquisadores-alertam-governo-interino-entrega-o-maior-orcamento-do-ministerio-da-saude-a-administrador-de-negocios-e-como-colocar-a-raposa-na-gestao-do-galinheiro.html</a>",,,,,,
2175,,,Francisco Lopes,,,,,,,
2176,,,Frederico Antunes,A Rádio Gaúcha listou pelo menos 47 gaúchos entre os políticos identificados. Veja a relação:,,,,,,RS
2177,,,Frederico Silva da Costa,,,,,,,
2178,,,Freud Godoy,,,,,,,
2179,,,Funcef,"Fundo de pensão dos funcionários da Caixa&nbsp;<a href=""https://pt.wikipedia.org/wiki/Funda%C3%A7%C3%A3o_dos_Economi%C3%A1rios_Federais"">https://pt.wikipedia.org/wiki/Funda%C3%A7%C3%A3o_dos_Economi%C3%A1rios_Federais</a>",,,,,,
2180,,,Fundação Ulysses Guimarães,"Fundação do PMDB acusada de apoiar o MBL&nbsp;<a href=""http://www.alagoas24horas.com.br/977232/audio-comprova-que-mbl-articulava-com-legendas-oposicionistas-pelo-impeachment/"">http://www.alagoas24horas.com.br/977232/audio-comprova-que-mbl-articulava-com-legendas-oposicionistas-pelo-impeachment/</a>",,,,Ong/Oscip,,
2181,,,G. Alves,"Arquivo 6, p. 12",,,,,,
2182,,,Galvão Engenharia,,,,,,,
2183,,,Garibaldi Alves,Crime Eleitoral,,,,,,
2184,,,Gedimar Passos,,,,,,,
2185,,,Geiza Dias,,,,,,,
2186,,Governador de SP,Geraldo Alkmin,Governador de SP,,,,,,
2187,,,Geraldo Julio,"Prefeito de Recife/PE. <a href=""https://pt.wikipedia.org/wiki/Geraldo_J%C3%BAlio"">https://pt.wikipedia.org/wiki/Geraldo_J%C3%BAlio</a>&nbsp;<a href=""http://acertodecontas.blog.br/politica/moura-dubeux-fez-doacao-oculta-de-r-500-mil-ao-psb/"">http://acertodecontas.blog.br/politica/moura-dubeux-fez-doacao-oculta-de-r-500-mil-ao-psb/</a>",,,,,,
2188,,,Geraldo Junior,"Arquivo 7, p. 8",,,,,,
2189,,,Geraldo Magela F. da Rocha,"Empresário que confessou ser laranja de Romero Jucá&nbsp;<a href=""http://blogs.ne10.uol.com.br/jamildo/2016/05/21/empresario-diz-a-pf-que-aceitou-ser-laranja-de-juca-em-emissora-de-tv/"">http://blogs.ne10.uol.com.br/jamildo/2016/05/21/empresario-diz-a-pf-que-aceitou-ser-laranja-de-juca-em-emissora-de-tv/</a>",,,,,,
2190,,,Geraldo Pinto da Silva,,,,,,,
2191,,,Gerdau,"Empresa siderurgica brasileira investigada na Zelotes&nbsp;<a href=""http://congressoemfoco.uol.com.br/noticias/pf-indica-que-juca-alterou-mp-para-beneficiar-gerdau/"">http://congressoemfoco.uol.com.br/noticias/pf-indica-que-juca-alterou-mp-para-beneficiar-gerdau/</a>",,,,,,
2192,,,Gilberto Miranda,,,,,,,
2193,,Presidente da Caixa,Gilberto Occhi,"Presidente da Caixa&nbsp;<a href=""http://g1.globo.com/economia/noticia/2016/05/fazenda-anuncia-gilberto-occhi-para-caixa-e-paulo-caffarelli-para-o-bb.html"">http://g1.globo.com/economia/noticia/2016/05/fazenda-anuncia-gilberto-occhi-para-caixa-e-paulo-caffarelli-para-o-bb.html</a>",,,,,,
2194,,Juiz do STF e presidente do TRE,Gilmar Mendes,"Juiz do STF e presidente do TRE&nbsp;<a href=""https://pt.wikipedia.org/wiki/Gilmar_Mendes"">https://pt.wikipedia.org/wiki/Gilmar_Mendes</a>",,,,,,
2195,,,Gilmar Pereira Campos,Ex-funcionário da Camargo Correa investigado na Operação Turbulência,,,,,,
2196,,,Gilmar Rinaldi,"Arquivo 6, p. 8",,,,,,RS
2197,,,Gilmar Sossela,A Rádio Gaúcha listou pelo menos 47 gaúchos entre os políticos identificados. Veja a relação:,,,,,,RS
2198,,,Gilmar Sossella,"Arquivo 7, p. 8",,,,,,RS
2199,,,Gol Linhas Aereas,Empresa de aviação brasileira,,,,,,
2200,,,Grupo Abril,"Grupo de midia dono da Revista Veja<a href=""https://pt.wikipedia.org/wiki/Grupo_Abril""> https://pt.wikipedia.org/wiki/Grupo_Abril</a>",,,,,,
2201,,,Grupo Folha,"Dono do Jornal Folha de SP, socia no jornal Valor, sites UOL, etc.",,,,,,
2202,,,Grupo JC,Grupo Jornal da Cidade de Rio Claro/SP.,,,,,,
2203,,,Grupo Libra,"Empresa doadora da campanha de Temer&nbsp;<a href=""http://politica.estadao.com.br/noticias/geral,grupo-doador-de-campanha-de-temer-recebe-beneficio-de-aliado-em-porto,10000006082"">http://politica.estadao.com.br/noticias/geral,grupo-doador-de-campanha-de-temer-recebe-beneficio-de-aliado-em-porto,10000006082</a>",,,,,,
2204,,,Guilherme Maluf,"Arquivo 5, p. 27 e arquivo 6, p. 1",,,,,,
2205,,,Gustavo do Vale Rocha,"Subchefe para Assuntos Jurídicos da Casa Civil&nbsp;<a href=""http://politica.estadao.com.br/blogs/fausto-macedo/temer-nomeia-advogado-de-eduardo-cunha-para-juridico-da-casa-civil/"">http://politica.estadao.com.br/blogs/fausto-macedo/temer-nomeia-advogado-de-eduardo-cunha-para-juridico-da-casa-civil/</a>",,,,,,
2206,,,Gustavo Franco,,,,,,,
2207,,,Gustavo Perrella,"Secretário Nacional de Futebol e Defesa dos Direitos do Torcedor. Ex-deputado estadual em MG <a href=""https://pt.wikipedia.org/wiki/Gustavo_Perrella"">https://pt.wikipedia.org/wiki/Gustavo_Perrella</a>",,,,,,
2208,,,Hamilton Guedes,,,,,,,
2209,,,Hamilton Lacerda,,,,,,,
2210,,,Hanna Garib,,,,,,,
2211,,,Heitor Ledur,,,,,,,
2212,,,Heitor Luiz Lermen,A Rádio Gaúcha listou pelo menos 47 gaúchos entre os políticos identificados. Veja a relação:,,,,,,RS
2213,,,Heitor Schulk,"Arquivo 7, p. 6",,,,,,
2214,,Ministro da integração nacional,Helder Barbalho,,,,,,,
2215,,,Helen Cabral,"Arquivo 5, p. 15",,,,,,RS
2216,,,Hélio Malheiro,,,,,,,
2217,,,Henrique Brandão,,,,,,,
2218,,,Henrique Constantino,"Empresario, fundador da GOL, filho de Nene Constantino.&nbsp;<a href=""http://politica.estadao.com.br/blogs/coluna-do-estadao/henrique-constantino-e-alvo-da-operacao-sepsis-da-pf/"">http://politica.estadao.com.br/blogs/coluna-do-estadao/henrique-constantino-e-alvo-da-operacao-sepsis-da-pf/</a>",,,,,,
2219,,,Henrique Pizzolato,,,,,,,
2220,,,Honor Rodrigues da Silva,,,,,,,
2221,,,Hugo Chicaroni,,,,,,,
2222,,,Humberto Braz,,,,,,,
2223,,,Humberto Carballal,"Arquivo 6, p. 8",,,,,,
2224,,,Hypermarcas,Empresa de produtos de consumo,,,,,,
2225,,,Ibama,Instituto Brasileiro do Meio Ambiente,,,,Estatal,,
2226,,,Idalberto (Dadá) Matias de Araújo,,,,,,,
2227,,,Ideli Salvatti,,,,,,,
2228,,,IDP,"Instituto Brasiliense de Direito Publico&nbsp;<a href=""http://jornalggn.com.br/noticia/o-verdadeiro-temor-de-gilmar-mendes"">http://jornalggn.com.br/noticia/o-verdadeiro-temor-de-gilmar-mendes</a>",,,,,,
2229,,,Ilan Goldfajn,Presidente do Banco Central,,,,,,
2230,,,Ildeu Araújo,Crime Eleitoral,,,,,,
2231,,,Ilson Escóssia da Veiga,,,,,,,
2232,,,Incra,Instituto nacional de colonização e reforma agrária,,,,Autarquia,,
2233,,,Irapuan Teixeira,Sanguessugas (Escândalo das Ambulâncias),,,,,,RS
2234,,,Iris Simões,Sanguessugas (Escândalo das Ambulâncias),,,,,,
2235,,,Isaac,"Arquivo 9, p. 12",,,,,,
2236,,,Israel Guerra,,,,,,,
2237,,,Itaipu Binacional,"Empresa de energia em Foz do Iguacu, PR.",,,,Estatal,,
2238,,,Itatiba Consultoria,"Empresa acusada na Lava-Jato de ser de propriedade do senador Romero Jucá&nbsp;<a href=""http://congressoemfoco.uol.com.br/noticias/empresa-suspeita-de-ligacao-com-juca-recebeu-r-30-milhoes-de-empreiteiras/"">http://congressoemfoco.uol.com.br/noticias/empresa-suspeita-de-ligacao-com-juca-recebeu-r-30-milhoes-de-empreiteiras/</a>",,,,,,
2239,,,Ivan Rodrigues da Silva,,,,,,,
2240,,,Ivar Alves Ferreira,,,,,,,
2241,,,J. Agripino,"Arquivo 6, p. 12",,,,,,
2242,,,J. Hawilla,"Empresário e jornalista, réu delator na investigação do FBI sobre desvios na Fifa&nbsp;<a href=""https://pt.wikipedia.org/wiki/Jos%C3%A9_Hawilla"">https://pt.wikipedia.org/wiki/Jos%C3%A9_Hawilla</a>",,,,,,
2243,,,J&F,"Empresa proprietária da JBS e Eldorado Brasil (celulose).&nbsp;<a href=""http://tribunadainternet.com.br/meirelles-tenta-comprar-silencio-da-midia-no-caso-da-friboi/"">http://tribunadainternet.com.br/meirelles-tenta-comprar-silencio-da-midia-no-caso-da-friboi/</a>",,,,,,
2244,,,Jacinto Lamas,,,,,,,
2245,,,Jacques Pena,"Arquivo 6, p. 8",,,,,,
2246,,,Jairo Jorge,A Rádio Gaúcha listou pelo menos 47 gaúchos entre os políticos identificados. Veja a relação:,,,,,,RS
2247,,,Jaison Cardoso,"Arquivo 9, p. 12",,,,,,
2248,,,Janer Tesch,"Diretor da Abin&nbsp;<a href=""http://g1.globo.com/politica/noticia/2016/06/temer-escolhe-diretor-de-inteligencia-estrategica-para-comandar-abin.html"">http://g1.globo.com/politica/noticia/2016/06/temer-escolhe-diretor-de-inteligencia-estrategica-para-comandar-abin.html</a>",,,,ServidorPúblico,,
2249,,,Jarbas Valente,"Diretor técnico operacional da Telebras&nbsp;<a href=""http://convergecom.com.br/teletime/21/07/2016/antonio-loss-vai-substituir-jorge-bittar-na-telebras/?noticiario=TT"">http://convergecom.com.br/teletime/21/07/2016/antonio-loss-vai-substituir-jorge-bittar-na-telebras/?noticiario=TT</a>",,,,,,
2250,,,JBS,"Empresa brasileira de processamento de carnes, maior do mundo.&nbsp;<a href=""https://en.wikipedia.org/wiki/JBS_S.A."">https://en.wikipedia.org/wiki/JBS_S.A.</a>",,,,,,
2251,,,Jeferson Andrade,"Arquivo 6, p. 8",,,,,,
2252,,,Jeferson Coriteac,"Secretário adjunto da Secretaria de Agricultura Familiar&nbsp;<a href=""http://politica.estadao.com.br/noticias/geral,paulinho-da-forca-nomeia-titulares-da-area-agraria,10000054548"">http://politica.estadao.com.br/noticias/geral,paulinho-da-forca-nomeia-titulares-da-area-agraria,10000054548</a>",,,,,,
2253,,,Jefferson Morais,"Arquivo 7, p. 2",,,,,,
2254,,,JFG Incorporações,"Empresa de Junior Friboi&nbsp;<a href=""http://www.opopular.com.br/editorias/noticias/economia/a-volta-de-j%C3%BAnior-friboi-ao-mundo-dos-neg%C3%B3cios-1.946155"">http://www.opopular.com.br/editorias/noticias/economia/a-volta-de-j%C3%BAnior-friboi-ao-mundo-dos-neg%C3%B3cios-1.946155</a>",,,,,,
2255,,Ministro,João Alves Filho,"Arquivo 7, p. 2",,49,,,,SE
2256,,,Joao Baptista Lima Filho,"Amigo de Temer&nbsp;<a href=""http://epoca.globo.com/tempo/noticia/2016/05/pm-amigo-de-temer-acumulou-fortuna-estimada-em-r-15-milhoes-em-imoveis.html"">http://epoca.globo.com/tempo/noticia/2016/05/pm-amigo-de-temer-acumulou-fortuna-estimada-em-r-15-milhoes-em-imoveis.html</a>",,,,,,
2257,,,João Bosco Vaz,A Rádio Gaúcha listou pelo menos 47 gaúchos entre os políticos identificados. Veja a relação:,,,,,,RS
2258,,,João Carlos da Rocha Mattos,,,,,,,
2259,,,João Carlos Lyra,Empresário investigado na Operação Turbulência,,,,,,
2260,,,João Carlos Martins,,,,,,,
2261,,,João Carlos Nedel,A Rádio Gaúcha listou pelo menos 47 gaúchos entre os políticos identificados. Veja a relação:,,,,,,RS
2262,,,João Carlos Zoghbi,,,,,,,
2263,,,João Dias,,,,,,,
2264,,,João Geraldo Budiak,,,,,,,
2265,,Câmara,João Herrmann Neto,Apropriação Indébita,,52,,,,SP
2266,,Câmara,João Magno De Moura,Lavagem de Dinheiro,,52,,,,MG
2267,,,João Paulo Rillo,"Arquivo 6, p. 8",,,,,,
2268,,,João Pedro de Moura,"Ex-conselheiro do BNDES investigado a Operação Santa Tereza&nbsp;<a href=""http://politica.estadao.com.br/noticias/geral,paulinho-da-forca-vira-reu-no-stf-acusado-de-desviar-dinheiro-do-bndes,1758516"">http://politica.estadao.com.br/noticias/geral,paulinho-da-forca-vira-reu-no-stf-acusado-de-desviar-dinheiro-do-bndes,1758516</a>",,,,,,
2269,,,João Piza,,,,,,,
2270,,,Joao Roberto Marinho,"Empresario, herdeiro de Roberto Marinho e um dos donos da Rede Globo.&nbsp;<a href=""https://pt.wikipedia.org/wiki/Jo%C3%A3o_Roberto_Marinho"">https://pt.wikipedia.org/wiki/Jo%C3%A3o_Roberto_Marinho</a>",,,,,,
2271,,Deputado Federal,João Sandes Júnior,,,55,,,,GO
2272,,,João Ubaldo Coelho Dantas,,,,,,,
2273,,,João Vaccari Neto,,,,,,,
2274,,,Joércio Fontenelle Barbalho,,,,,,,
2275,,,Joesley Batista,"Proprietario da J&amp;F&nbsp;<a href=""https://pt.wikipedia.org/wiki/Joesley_Batista"">https://pt.wikipedia.org/wiki/Joesley_Batista</a>",,,,,,
2276,,,Johnny Saad,"Dono da Rede Bandeirantes de TV&nbsp;<a href=""http://www.brasil247.com/pt/247/midiatech/224744/Barbara-Gancia-diz-que-Johnny-Saad-a-demitiu-da-Band-para-proteger-Cunha.htm"">http://www.brasil247.com/pt/247/midiatech/224744/Barbara-Gancia-diz-que-Johnny-Saad-a-demitiu-da-Band-para-proteger-Cunha.htm</a>",,,,,,
2277,,,Jorge Felipe,"Arquivo 6, p. 23",,,,,,
2278,,,Jorge Lorenzetti,,,,,,,
2279,,,Jorge Mattoso,,,,,,,
2280,,,Jorge Miguel Samek,"Arquivo 6, p. 8",,,,,,
2281,,,Jorge Murad,,,,,,,
2282,,,Jorge Picciani,"Arquivo 6, p. 23",,,,,,
2283,,,Jorgina Maria de Freitas,,,,,,,
2284,,,José Adalberto Vieira da Silva,,,,,,,
2285,,,José Airton,,,,,,,
2286,,,José Antunes Sobrinho,"Dono da Engevix, investigado na Lava-Jato&nbsp;<a href=""http://epoca.globo.com/tempo/noticia/2016/05/pm-amigo-de-temer-acumulou-fortuna-estimada-em-r-15-milhoes-em-imoveis.html"">http://epoca.globo.com/tempo/noticia/2016/05/pm-amigo-de-temer-acumulou-fortuna-estimada-em-r-15-milhoes-em-imoveis.html</a>",,,,,,
2287,,,José Artur Guedes Tourinho,,,,,,,
2288,,,José Augusto Bellini e Jorge Luiz Bezerra da Silva,,,,,,,
2289,,,José Carlos Alves dos Santos,,,,,,,
2290,,,José Celso Gontijo,,,,,,,
2291,,,José Edison da Silva,,,,,,,
2292,,,José Eduardo Corrêa Teixeira Ferraz,,,,,,,
2293,,,José Ermírio de Moraes Filho,,,,,,,
2294,,,José Euricélio Alves Carvalho,,,,,,,
2295,,,José Francisco das Neves (Juquinha),,,,,,,
2296,,,José Genoíno Neto,"Mensalão, Dólares na Cueca",,,,,,CE
2297,,,José Geraldo Riva,,,,,,,
2298,,,José Izar,,,,,,,
2299,,Deputado Federal,José Linhares Ponte,,,,,,,CE
2300,,,José Luiz Alves,,,,,,,
2301,,,Jose Maria Marin,"Ex-presidente da CBF e ex-governador de SP, preso nos EUA por desvios na Fifa.&nbsp;<a href=""https://pt.wikipedia.org/wiki/Jos%C3%A9_Maria_Marin"">https://pt.wikipedia.org/wiki/Jos%C3%A9_Maria_Marin</a>",,,,,,
2302,,,José Militão Costa,Sanguessugas (Escândalo das Ambulâncias),,,,,,MG
2303,,Câmara,José Mohamed Janene,"Estelionato, Improbidade Administrativa, Lavagem de Dinheiro, Corrupção Passiva, Formação de Quadrilha, Apropriação Indébita e Crime Eleitoral",,52,,,,PR
2304,,,José Osmar Borges,,,,,,,
2305,,,José Pavan Junior,"Arquivo 7, p. 6",,,,,,
2306,,,José Pio Borges,,,,,,,
2307,,,José Reinaldo Tavares,,,,,,,
2308,,,José Ricardo Ramos Roseno,"Secretário especial de Agricultura Familiar do Incra&nbsp;<a href=""http://politica.estadao.com.br/noticias/geral,paulinho-da-forca-nomeia-titulares-da-area-agraria,10000054548"">http://politica.estadao.com.br/noticias/geral,paulinho-da-forca-nomeia-titulares-da-area-agraria,10000054548</a>",,,,,,
2309,,,José Roberto Camargo Campos,,,,,,,
2310,,Senador,José Sarney,"Arquivo 6, p. 23",,54,,,,AP
2311,,,José Weber Holanda Alves,,,,,,,
2312,,Presidente do PMDB de SP,Jose Yunes,"Ex-deputado, presidente do PMDB de SP.&nbsp;<a href=""http://epoca.globo.com/tempo/expresso/noticia/2016/06/conselheiro-de-temer-jose-yunes-assumira-pmdb-municipal-em-sao-paulo.html"">http://epoca.globo.com/tempo/expresso/noticia/2016/06/conselheiro-de-temer-jose-yunes-assumira-pmdb-municipal-em-sao-paulo.html</a>",,,,,,
2313,,,Julio Camargo,,,,,,,
2314,,,Júlio Camargo,"Lobista, réu e delator na Lava-Jato&nbsp;<a href=""http://www.valor.com.br/politica/3891362/julio-camargo-diz-ter-pago-r-12-milhoes-ex-diretor-da-petrobras"">http://www.valor.com.br/politica/3891362/julio-camargo-diz-ter-pago-r-12-milhoes-ex-diretor-da-petrobras</a>&nbsp;<a href=""http://politica.estadao.com.br/blogs/fausto-macedo/operador-de-propina-da-lava-jato-doou-r-50-mil-a-campanha-de-jaques-wagner-em-2006/"">http://politica.estadao.com.br/blogs/fausto-macedo/operador-de-propina-da-lava-jato-doou-r-50-mil-a-campanha-de-jaques-wagner-em-2006/</a>",,,,,,
2315,,,Júlio César,"Peculato, Formação de Quadrilha, Lavagem de Dinheiro e Falsidade Ideológica",,,,,,
2316,,,Julio Fróes,,,,,,,
2317,,,Júlio Lopes,Falsidade Ideológica,,,,,,
2318,,,Júlio Sérgio Gomes de Almeida,,,,,,,
2319,,,Junior Brunelli,,,,,,,
2320,,,Junior Friboi,,,,,,,
2321,,,Juscelino Dourado,,,,,,,
2322,,,Jussara Cony,"Arquivo 7, p. 8",,,,,,RS
2323,,,Jussara Márcia,"Arquivo 6, p. 8",,,,,,
2324,,Banqueira,Kátia Rabello,,,,,,,
2325,,,Kevin Krieger,"Arquivo 7, p. 4",,,,,,RS
2326,,,Kim Kataguiri,"Lider do MBL e colunista da Folha de SP <a href=""https://en.wikipedia.org/wiki/Kim_Kataguiri"">https://en.wikipedia.org/wiki/Kim_Kataguiri</a>&nbsp;<a href=""http://www1.folha.uol.com.br/colunas/monicabergamo/2016/03/1744822-kim-kataguiri-do-mbl-e-aprovado-no-vestibular-de-direito.shtml"">http://www1.folha.uol.com.br/colunas/monicabergamo/2016/03/1744822-kim-kataguiri-do-mbl-e-aprovado-no-vestibular-de-direito.shtml</a>",,,,,,
2327,,,Laércio Barbalho,,,,,,,
2328,,,Laércio Barbalho Júnior,,,,,,,
2329,,Câmara,Laerte Bessa,"Aliado de Cunha
http://www.atlaspolitico.com.br/perfil/2/141478
Absteve-se na cassação de Eduardo Cunha",,55,Laerte Rodrigues De Bessa,,,DF
2330,,,Lagoon,"Galeria com lojas e cinemas anexo ao Estadio de Remo da Lagoa Rodrigo de Freitas <a href=""http://www.lagoon.com.br/"">http://www.lagoon.com.br/</a>. <a href=""http://www.viomundo.com.br/denuncias/genro-de-joao-roberto-marinho.html"">http://www.viomundo.com.br/denuncias/genro-de-joao-roberto-marinho.html</a>",,,,,,
2331,,,Lava-Jato,"Operação da PF <a href=""https://pt.wikipedia.org/wiki/Opera%C3%A7%C3%A3o_Lava_Jato"">https://pt.wikipedia.org/wiki/Opera%C3%A7%C3%A3o_Lava_Jato</a>",,,,PolíciaFederal,,
2332,,,Leandro Góes Silva,"Presidente do Incra&nbsp;<a href=""http://politica.estadao.com.br/noticias/geral,paulinho-da-forca-nomeia-titulares-da-area-agraria,10000054548"">http://politica.estadao.com.br/noticias/geral,paulinho-da-forca-nomeia-titulares-da-area-agraria,10000054548</a>",,,,,,
2333,,,Leandro Meirelles,,,,,,,
2334,,,Léo Pinheiro,"Ex-presidente da OAS, delator na Lava-Jato",,,,,,
2335,,,Leonardo Bandarra,,,,,,,
2336,,,Leonardo Hoff,A Rádio Gaúcha listou pelo menos 47 gaúchos entre os políticos identificados. Veja a relação:,,,,,,RS
2337,,,Leonardo Meirelles,,,,,,,
2338,,Ministro do esporte,Leonardo Piciani,,,,,,,
2339,,,Leonardo Prates,"Arquivo 7, p. 2",,,,,,
2340,,,Leonardo Prudente,,,,,,,
2341,,,Leonice Da Paz,"Arquivo 7, p. 8",,,,,,
2342,,,Leopoldo Collor de Mello,,,,,,,
2343,,,Lídio Duarte,,,,,,,
2344,,,Lina Vieira,,,,,,,
2345,,,Lincoln Magalhães,"Conselheiro da fundação Ulysses Guimarães e ex-prefeito de Rio Claro/SP.&nbsp;<a href=""http://www.guiarioclaro.com.br/materia.htm?serial=206003888"">http://www.guiarioclaro.com.br/materia.htm?serial=206003888</a>",,,,,,
2346,,,Link Projetos e Participações,Empresa investigada na Lava-Jato,,,,,,
2347,,,Luciano Genésio,,,,,,,
2348,,,Lúcio Bolonha Funaro,,,,,,,
2349,,,Lucio Funaro,"Acusado na Lava-Jato de ser operador de Eduardo Cunha&nbsp;<a href=""http://politica.estadao.com.br/blogs/fausto-macedo/lucio-funaro-de-economista-a-operador-de-eduardo-cunha/"">http://politica.estadao.com.br/blogs/fausto-macedo/lucio-funaro-de-economista-a-operador-de-eduardo-cunha/</a>",,,,Lobista,,
2350,,,Luis Alexandre Cardoso de Magalhães,,,,,,,
2351,,,Luis Tavares,"Arquivo 6, p. 8",,,,,,
2352,,,Luiz Antônio Gonçalves,,,,,,,
2353,,,Luiz Antonio Pagot,,,,,,,
2354,,,Luiz Antonio Vedoin,,,,,,,
2355,,,Luiz Augusto Nobrega Barroso,"Presidente da EPE Empresa Pesquisa Energética <a href=""http://exame.abril.com.br/brasil/noticias/luiz-augusto-barroso-e-confirmado-novo-presidente-da-epe"">http://exame.abril.com.br/brasil/noticias/luiz-augusto-barroso-e-confirmado-novo-presidente-da-epe</a>",,,,,,
